policy_id,driver_age,vehicle_age,vehicle_type,annual_mileage,accident_history,location_risk_score,policy_duration_years,previous_claims,credit_score,claim_cost
7331,62,10,Convertible,13499,1,0.28,4,1,632,2260
7332,70,19,Convertible,11131,2,0.81,5,0,610,2391
7333,72,17,Convertible,8166,2,0.11,8,0,593,3739
7334,54,14,Truck,29984,1,0.41,5,0,727,1628
7335,73,6,SUV,5825,0,0.64,2,1,556,1910
7336,76,9,SUV,6191,2,0.31,8,0,620,2957
7337,62,19,Convertible,15326,0,0.4,3,2,639,3494
7338,55,9,Hatchback,19707,1,0.18,5,0,711,696
7339,46,12,Sedan,27031,1,0.87,6,1,665,2780
7340,22,14,Convertible,11785,0,0.48,1,1,636,2982
7341,26,17,Sedan,11813,0,0.23,3,0,613,1128
7342,76,3,Truck,27025,0,0.28,1,0,707,985
7343,65,19,SUV,21917,0,0.35,7,0,610,1588
7344,19,16,Truck,16059,0,0.31,2,1,661,2555
7345,18,2,Hatchback,27894,0,0.55,7,0,642,843
7346,57,1,Hatchback,6207,0,0.91,3,0,674,789
7347,77,3,Convertible,29992,0,0.27,3,0,729,1460
7348,68,0,Hatchback,15968,1,0.51,1,0,685,1017
7349,47,14,Hatchback,6237,0,0.7,7,0,644,56
7350,28,0,Truck,9943,0,0.27,8,0,734,389
7351,45,5,Sedan,26149,0,0.24,4,0,729,319
7352,61,6,SUV,15292,1,0.24,9,0,707,2486
7353,29,18,Hatchback,26220,1,0.89,4,0,664,1649
7354,56,11,Hatchback,20030,0,0.74,5,0,611,811
7355,43,0,Truck,20465,0,0.4,6,1,532,2939
7356,30,6,SUV,18942,1,0.91,9,0,661,1250
7357,76,18,Truck,5459,1,0.96,9,0,689,837
7358,25,12,Sedan,13841,0,0.46,8,0,583,924
7359,78,11,Truck,17769,1,0.56,2,0,671,2143
7360,78,11,SUV,21503,1,0.42,1,0,628,1616
7361,71,12,SUV,26152,2,0.3,2,0,676,3803
7362,45,13,Hatchback,15447,0,0.8,6,1,619,1692
7363,75,11,Sedan,27364,1,0.68,7,0,614,1707
7364,47,19,Convertible,13509,1,0.43,6,0,647,1789
7365,26,11,Hatchback,27865,0,0.11,1,1,591,2213
7366,56,5,Truck,27682,2,0.79,1,0,698,2583
7367,48,9,Truck,21134,2,0.53,1,1,651,1855
7368,75,19,SUV,24610,1,0.17,1,0,593,2004
7369,38,8,SUV,21201,1,0.21,1,1,619,3707
7370,73,1,SUV,13585,0,0.67,2,0,680,120
7371,64,6,Convertible,23936,0,0.59,2,0,635,381
7372,51,8,Convertible,18258,0,0.32,4,1,685,1955
7373,72,11,Hatchback,26762,0,0.23,3,1,600,2135
7374,48,4,Convertible,8228,0,0.9,4,1,636,1314
7375,69,0,SUV,21460,1,0.22,5,0,646,1584
7376,42,14,Hatchback,8410,0,0.18,4,0,761,1113
7377,29,7,Hatchback,5408,0,0.66,3,0,614,1059
7378,18,0,Sedan,25476,1,0.33,3,0,681,1964
7379,72,17,Convertible,19729,0,0.69,4,0,674,1163
7380,39,12,Truck,23651,0,0.54,6,0,737,685
7381,57,0,Truck,25912,1,0.29,7,0,718,2450
7382,54,4,Sedan,26958,0,0.16,4,0,627,518
7383,64,17,SUV,10773,1,0.16,8,0,598,2833
7384,18,15,Sedan,25218,2,0.63,6,0,579,2842
7385,18,9,SUV,8997,1,0.78,5,0,662,748
7386,74,3,Convertible,12307,0,0.72,8,0,701,833
7387,59,0,Convertible,14179,1,0.63,6,0,707,1418
7388,71,7,Hatchback,10617,0,0.29,1,0,637,981
7389,59,4,Hatchback,7701,1,0.88,1,1,652,2470
7390,38,1,Hatchback,25096,0,0.67,6,0,721,329
7391,32,16,Hatchback,8907,0,0.72,8,1,612,2279
7392,34,6,Truck,18841,0,0.3,9,0,526,1017
7393,39,16,Hatchback,22059,0,0.34,4,2,708,2829
7394,55,5,Hatchback,26311,2,0.92,7,1,592,3179
7395,52,14,Hatchback,18407,0,0.53,9,1,635,1764
7396,62,4,SUV,20323,1,0.6,8,0,673,2026
7397,33,14,Hatchback,26733,0,0.2,8,0,627,469
7398,25,17,Sedan,27552,0,0.46,1,0,704,1871
7399,79,17,Hatchback,24859,0,0.9,6,1,784,1701
7400,64,5,Hatchback,11816,0,0.91,9,1,610,992
7401,34,1,Truck,21925,0,0.76,8,1,657,1647
7402,34,16,Hatchback,21548,0,0.59,2,0,650,499
7403,71,3,SUV,28476,0,0.94,5,1,666,1381
7404,43,11,Convertible,22368,0,0.88,4,0,620,657
7405,30,18,Hatchback,24045,0,0.86,8,0,617,1588
7406,34,1,Hatchback,25852,0,0.89,9,0,619,1352
7407,55,1,Hatchback,5617,0,0.51,3,1,627,2103
7408,34,13,Truck,17105,1,0.57,9,0,628,1165
7409,65,14,Convertible,29644,1,0.48,1,0,525,1793
7410,31,19,Truck,10639,0,0.77,7,0,654,933
7411,62,1,Truck,16616,0,0.63,8,0,635,785
7412,23,3,Truck,25580,0,0.16,6,0,614,1521
7413,52,18,SUV,5000,1,0.22,4,0,655,2339
7414,63,8,Convertible,17605,1,0.27,4,0,650,1996
7415,31,6,SUV,19958,1,0.7,7,0,630,1007
7416,64,12,SUV,19844,1,0.2,6,0,650,2065
7417,25,11,Convertible,29761,0,0.59,4,0,621,1686
7418,78,2,SUV,15701,1,0.86,5,0,592,1703
7419,32,12,Convertible,25822,1,0.95,4,0,748,1758
7420,71,14,Hatchback,19970,0,0.49,1,0,625,1850
7421,78,13,Truck,26192,0,0.58,4,0,663,165
7422,44,8,SUV,8079,0,0.85,6,0,780,1970
7423,30,12,Convertible,28103,1,0.94,2,0,629,1670
7424,66,3,Sedan,29711,1,0.45,7,0,673,2248
7425,48,7,SUV,27402,1,0.42,9,1,766,2765
7426,70,2,SUV,21766,0,0.51,2,0,568,1369
7427,73,1,Convertible,15878,0,0.33,7,0,717,585
7428,52,18,Sedan,22311,1,0.87,2,0,661,1342
7429,77,7,Sedan,26443,0,0.39,9,0,625,1104
7430,23,16,Hatchback,21944,0,0.5,1,0,652,709
7431,22,12,SUV,6189,1,0.39,4,0,632,2507
7432,39,6,Truck,22281,0,0.21,2,0,729,846
7433,75,8,SUV,19974,0,0.65,1,0,649,0
7434,66,11,Truck,19216,0,0.63,2,0,685,577
7435,40,13,Truck,19125,0,0.37,6,1,624,2784
7436,42,13,Convertible,7368,0,0.13,5,1,665,3625
7437,51,14,SUV,9953,0,0.94,1,1,631,2449
7438,43,2,Convertible,29282,2,0.42,3,0,579,3025
7439,64,14,Hatchback,16237,0,0.58,6,0,715,564
7440,22,18,Truck,9380,0,0.23,5,0,667,2253
7441,43,19,Sedan,23782,1,0.33,6,0,689,2149
7442,37,13,Truck,27610,1,0.49,8,1,614,3198
7443,23,7,Hatchback,27127,0,0.61,6,1,709,2219
7444,23,4,Truck,17953,0,0.87,5,0,673,0
7445,76,18,Convertible,7588,4,0.36,4,0,658,4374
7446,67,3,SUV,19815,0,0.88,5,0,701,0
7447,35,13,Sedan,11356,0,0.51,9,0,634,1229
7448,21,15,Convertible,25069,1,0.49,6,1,715,3004
7449,34,19,SUV,14121,1,0.46,5,0,617,1559
7450,74,5,Sedan,19695,2,0.9,8,1,652,3785
7451,31,5,Hatchback,25693,1,0.33,5,0,603,1604
7452,31,2,Truck,25783,0,0.87,5,0,593,272
7453,30,14,Sedan,24610,1,0.18,8,0,627,2213
7454,24,2,Hatchback,6403,0,0.96,9,1,642,1539
7455,61,10,SUV,13391,0,0.55,8,0,678,1093
7456,72,2,Sedan,7285,1,1.0,9,0,618,1633
7457,32,9,Hatchback,13862,0,0.65,9,0,679,300
7458,36,17,SUV,6728,2,0.21,8,0,634,2511
7459,60,0,Convertible,16430,1,0.15,7,0,625,1845
7460,64,15,Truck,6249,0,0.27,7,0,681,1033
7461,61,15,Hatchback,5878,0,0.48,1,1,623,2375
7462,52,9,Convertible,16543,0,0.77,7,0,741,1524
7463,34,0,SUV,23907,1,0.1,6,1,672,3385
7464,52,3,Sedan,21881,1,0.33,1,0,582,1803
7465,36,2,Truck,21092,0,0.63,8,0,644,354
7466,37,4,SUV,12702,0,0.37,9,1,618,1956
7467,53,11,Hatchback,12578,0,0.42,2,1,568,2445
7468,52,11,Truck,26263,0,0.37,4,1,703,2176
7469,49,12,Convertible,15668,0,0.96,7,1,704,2191
7470,75,11,Truck,21922,0,0.16,1,0,614,1740
7471,65,15,Convertible,17232,1,0.92,8,2,686,4050
7472,61,12,SUV,14092,0,0.39,9,0,694,409
7473,57,4,Sedan,6466,0,0.32,8,0,649,1339
7474,41,3,Truck,16207,0,0.89,2,0,698,0
7475,78,14,Sedan,12714,1,0.36,8,0,665,834
7476,78,11,Sedan,23117,0,0.99,8,0,707,452
7477,34,18,Truck,5490,1,0.59,2,0,591,2222
7478,24,18,Truck,23093,0,0.53,9,0,657,1157
7479,60,10,Sedan,28095,1,0.98,1,1,660,1906
7480,67,5,Hatchback,23302,0,0.3,7,0,592,2419
7481,18,8,Hatchback,15226,0,0.92,2,1,597,2003
7482,52,0,Truck,13166,0,0.63,8,0,571,259
7483,49,11,Sedan,15903,1,0.78,8,0,652,323
7484,53,13,Sedan,27409,1,0.62,4,0,628,1407
7485,30,5,SUV,14678,1,0.66,8,0,585,671
7486,23,0,Sedan,19885,0,0.24,5,1,711,1749
7487,75,1,Hatchback,11099,1,0.24,9,0,670,1026
7488,31,10,SUV,21581,0,0.46,1,0,614,684
7489,54,2,Hatchback,15159,0,0.41,5,0,660,637
7490,65,9,Convertible,18810,1,0.74,9,0,638,949
7491,32,5,Truck,14726,0,0.75,6,0,572,1714
7492,64,5,Convertible,23097,1,0.61,4,0,664,1416
7493,79,19,Truck,14540,0,0.46,1,0,732,1548
7494,21,1,Hatchback,26167,1,0.71,6,0,721,1680
7495,57,9,Hatchback,13102,0,0.72,7,1,655,1701
7496,76,5,Convertible,17754,1,0.83,7,0,628,1053
7497,33,16,Truck,8844,1,0.83,9,0,678,1976
7498,45,13,Truck,5595,1,0.16,4,1,663,2650
7499,33,4,SUV,13330,0,0.44,4,0,643,759
7500,79,16,Sedan,22398,0,0.48,5,1,743,1738
7501,21,1,SUV,5241,0,0.86,9,0,630,683
7502,62,8,Hatchback,23747,0,0.55,2,1,698,1520
7503,43,11,Convertible,20002,0,0.54,4,0,657,1253
7504,45,18,Truck,22116,1,0.6,9,0,657,2073
7505,49,6,SUV,5134,0,0.21,6,2,567,3349
7506,62,8,Convertible,25145,0,0.61,6,0,705,978
7507,19,15,Convertible,7626,0,0.6,7,1,692,1506
7508,48,19,Sedan,15316,0,0.78,5,0,659,647
7509,20,10,Truck,12179,0,0.67,4,0,702,1234
7510,71,11,Convertible,6510,0,0.96,3,0,671,422
7511,25,14,Truck,18045,1,0.17,2,0,585,1903
7512,41,17,SUV,24180,0,0.79,7,1,601,3087
7513,32,18,Convertible,11907,0,0.78,5,0,647,733
7514,60,15,Convertible,9512,0,0.34,1,1,565,1772
7515,48,14,SUV,9302,1,0.73,4,0,706,1140
7516,26,4,Truck,23027,1,0.69,9,1,639,3760
7517,56,10,Truck,15960,0,0.37,8,0,657,585
7518,62,14,Convertible,9406,2,0.75,7,3,601,5432
7519,19,17,SUV,24748,1,0.94,5,0,682,1402
7520,25,12,Hatchback,28152,0,0.37,1,0,643,1318
7521,24,3,Truck,14591,2,0.98,5,0,634,1309
7522,73,16,Hatchback,14742,1,0.3,8,0,721,1699
7523,61,3,Convertible,8411,0,0.22,4,0,715,426
7524,68,15,Hatchback,21466,1,0.17,5,1,687,3089
7525,56,14,Hatchback,10696,0,0.29,8,0,660,1452
7526,59,13,Truck,18763,0,0.41,5,1,624,1995
7527,78,11,Convertible,16112,1,0.76,4,0,636,2356
7528,74,2,Hatchback,15475,0,0.16,4,0,633,734
7529,33,9,Truck,23824,0,0.56,6,0,670,868
7530,52,7,Hatchback,10760,0,0.57,1,1,648,2604
7531,47,5,Truck,23166,0,0.31,4,0,650,1511
7532,27,13,Convertible,19365,0,0.14,1,0,727,2506
7533,55,16,SUV,18894,1,0.3,6,0,707,2196
7534,35,18,Truck,11426,0,0.31,8,0,611,576
7535,67,15,Truck,21088,2,0.72,4,0,665,2257
7536,22,14,Hatchback,17525,1,0.31,8,0,611,1396
7537,70,14,Convertible,12906,1,0.41,2,0,680,1785
7538,46,0,Sedan,13922,0,0.14,5,0,746,1785
7539,56,11,Sedan,19282,0,0.66,3,0,632,1016
7540,77,9,SUV,22744,0,0.53,7,1,690,2146
7541,51,13,Convertible,7078,0,0.41,9,1,731,1776
7542,60,9,Truck,22361,0,0.73,1,0,643,758
7543,79,9,Sedan,12793,0,0.71,8,0,675,884
7544,62,19,SUV,6637,0,0.4,4,0,736,513
7545,40,10,Convertible,18916,0,0.74,5,0,603,73
7546,22,15,SUV,15173,1,0.41,1,0,598,1772
7547,47,8,Sedan,24684,0,0.3,5,0,588,355
7548,23,14,Hatchback,9004,1,0.75,9,1,688,1670
7549,73,13,Hatchback,21966,0,0.76,8,1,599,1258
7550,75,18,Convertible,20701,0,0.88,8,0,678,653
7551,78,8,SUV,29711,2,0.55,6,0,718,2628
7552,63,3,Truck,15168,0,0.31,9,1,617,1984
7553,61,6,Sedan,13475,0,0.85,4,0,612,3
7554,21,7,Hatchback,7398,0,0.26,6,0,683,1239
7555,46,7,Hatchback,25496,0,0.94,3,1,652,1737
7556,40,18,SUV,6238,1,0.38,2,0,532,2576
7557,23,14,Hatchback,8466,1,0.12,9,1,727,1949
7558,49,15,SUV,26902,0,0.27,5,0,678,389
7559,59,8,Sedan,10363,2,0.47,2,0,631,2922
7560,35,11,SUV,8166,0,0.15,5,1,629,2810
7561,32,15,Hatchback,5779,2,0.47,6,1,685,4125
7562,57,3,SUV,7134,0,0.28,8,0,648,789
7563,75,4,Hatchback,23620,2,0.12,5,0,653,2606
7564,49,7,Convertible,23023,1,0.37,2,0,658,1111
7565,26,0,Hatchback,13611,0,0.3,7,0,609,0
7566,54,5,Hatchback,25073,0,0.48,5,0,632,908
7567,27,14,Hatchback,19583,0,0.78,2,1,641,2454
7568,37,3,Convertible,9955,1,0.56,6,0,612,1468
7569,23,10,Truck,13398,0,0.79,7,0,664,171
7570,65,4,Hatchback,28756,0,0.4,8,0,674,359
7571,73,17,Truck,24774,0,0.11,3,0,734,1787
7572,76,14,Sedan,28634,1,0.93,4,0,612,1246
7573,20,17,SUV,12249,0,0.38,6,0,695,1210
7574,59,19,Truck,17062,1,0.57,3,1,721,2048
7575,28,12,Sedan,8796,1,0.52,6,1,697,2345
7576,60,4,SUV,23918,0,0.62,9,0,625,1265
7577,34,0,Hatchback,23564,0,0.9,5,0,635,143
7578,49,17,Hatchback,20312,0,0.88,2,0,726,129
7579,21,13,Hatchback,25690,0,0.98,2,0,641,1598
7580,21,4,Convertible,25611,0,0.58,7,1,648,1964
7581,34,5,Convertible,18207,1,0.93,4,0,626,1098
7582,58,15,Convertible,6446,0,0.53,9,0,689,736
7583,36,11,Convertible,5951,1,0.14,9,1,527,2844
7584,22,19,Sedan,25405,2,0.23,6,0,609,2666
7585,49,17,Sedan,26869,3,0.4,5,2,601,6705
7586,39,1,Hatchback,6717,2,0.75,7,1,729,3565
7587,73,12,SUV,25626,1,0.17,5,0,662,1364
7588,23,16,Convertible,25189,0,0.43,9,0,640,679
7589,52,16,SUV,10913,2,0.98,9,1,640,3406
7590,39,15,Sedan,16390,0,0.81,7,0,581,0
7591,18,17,Convertible,28859,0,0.61,4,0,718,485
7592,37,7,Sedan,26194,2,0.16,1,0,632,2277
7593,39,2,Sedan,20477,1,0.11,4,1,680,3002
7594,65,16,Truck,22980,0,0.19,3,0,617,1182
7595,72,17,Sedan,11594,0,0.39,1,1,647,2499
7596,28,5,Hatchback,16925,0,0.65,4,0,604,86
7597,30,7,Sedan,24600,0,0.28,7,1,638,2193
7598,76,12,Convertible,14098,1,0.15,2,0,702,1819
7599,59,7,Hatchback,16942,1,0.18,7,0,655,1832
7600,20,18,Sedan,19012,2,0.48,6,0,669,2041
7601,26,5,Hatchback,17250,0,0.8,9,1,653,1688
7602,77,14,Sedan,20408,1,0.84,2,0,732,1543
7603,29,9,Hatchback,15346,0,0.36,6,0,609,263
7604,40,16,SUV,19428,0,0.7,6,0,643,1696
7605,31,0,Truck,10755,3,0.45,6,0,659,3727
7606,50,6,Hatchback,18116,0,0.98,3,0,600,0
7607,35,12,Convertible,11283,1,0.46,6,0,656,2388
7608,66,2,Truck,21268,0,0.46,9,1,651,2813
7609,76,18,Truck,6337,0,0.55,3,0,656,540
7610,58,14,Sedan,15687,0,0.12,2,0,656,1315
7611,26,4,Hatchback,24358,1,0.48,8,0,616,1676
7612,40,10,Truck,25857,0,0.85,3,0,569,0
7613,27,17,Convertible,29936,1,0.65,5,0,659,1994
7614,36,2,Convertible,11826,0,0.97,5,1,605,599
7615,78,5,Convertible,10667,1,0.39,2,0,645,1877
7616,64,2,Sedan,17929,1,0.25,2,0,613,2649
7617,22,4,SUV,21214,0,0.78,6,0,576,0
7618,64,8,Hatchback,13764,1,0.14,2,0,668,1838
7619,69,18,Truck,13013,0,0.24,6,0,685,1670
7620,40,12,Hatchback,8044,0,0.56,7,1,705,2167
7621,47,5,Truck,10018,0,0.78,4,0,628,953
7622,42,10,Sedan,23617,0,0.64,4,0,652,339
7623,45,13,Hatchback,27021,0,1.0,3,1,667,1058
7624,51,5,Sedan,12467,0,0.69,1,1,701,1727
7625,62,5,Sedan,24630,1,0.75,4,0,562,1502
7626,73,16,Hatchback,15006,0,0.99,3,0,577,648
7627,65,10,Hatchback,9041,2,0.63,8,0,719,2520
7628,64,14,Truck,6889,0,0.74,5,1,566,2283
7629,42,8,Convertible,29060,0,0.37,7,1,696,2208
7630,27,16,Sedan,15091,0,0.58,3,0,717,225
7631,31,6,SUV,18515,0,0.92,3,1,690,1117
7632,59,6,Truck,24039,0,0.87,6,0,600,829
7633,74,0,Truck,15521,0,0.38,4,0,605,1437
7634,63,7,Convertible,8718,0,0.42,8,1,647,3088
7635,75,4,Convertible,26919,0,0.86,3,0,738,1672
7636,47,18,Sedan,14248,1,0.36,5,1,737,3462
7637,72,7,Truck,23513,0,0.9,1,0,665,608
7638,58,16,Truck,14698,0,0.8,1,1,570,1525
7639,42,18,SUV,19483,0,0.24,8,0,658,858
7640,31,11,Sedan,6630,2,0.75,7,0,640,2206
7641,52,14,Sedan,26444,0,0.85,1,1,651,1628
7642,69,3,Convertible,22375,1,0.23,6,0,567,2840
7643,65,11,Sedan,20283,1,0.51,2,0,662,1912
7644,51,12,SUV,9590,1,0.88,1,0,575,1333
7645,27,13,Sedan,11866,0,0.28,5,0,524,604
7646,52,4,Hatchback,14222,0,0.5,5,0,661,1083
7647,28,15,Hatchback,9921,1,0.65,2,0,746,1547
7648,28,6,SUV,29405,1,0.19,5,1,608,3098
7649,38,14,Convertible,23865,1,0.29,7,0,626,1495
7650,38,12,Truck,18345,0,0.52,4,0,695,1080
7651,39,15,Sedan,13754,0,0.44,2,0,708,686
7652,62,11,Convertible,27665,0,0.39,5,3,655,4377
7653,24,6,Convertible,29942,2,0.12,6,1,615,3751
7654,72,15,Sedan,11249,0,0.94,8,0,716,1814
7655,34,12,Truck,5793,2,0.88,9,0,588,2123
7656,79,2,Sedan,26115,2,0.45,8,1,624,3257
7657,19,14,Truck,18993,1,0.26,7,0,679,578
7658,29,2,SUV,5986,1,0.16,9,0,572,1328
7659,74,6,Truck,8595,0,0.21,9,0,669,967
7660,59,17,Convertible,20527,0,0.64,6,0,707,1544
7661,35,13,SUV,22238,1,0.76,3,0,734,2709
7662,71,17,Hatchback,19413,0,0.24,8,0,630,980
7663,76,18,SUV,22953,0,0.2,3,0,628,1524
7664,28,13,Truck,7256,1,0.72,1,1,686,2522
7665,33,19,SUV,17101,2,0.57,4,1,619,3992
7666,66,5,SUV,18722,0,0.43,9,0,635,970
7667,68,7,Hatchback,25487,0,0.75,8,0,666,295
7668,35,6,Truck,15414,0,0.51,6,0,669,477
7669,52,19,Convertible,9176,0,0.52,3,0,555,1173
7670,70,17,SUV,12961,0,0.11,3,0,592,2080
7671,76,17,Sedan,20416,0,0.38,7,0,558,736
7672,43,14,Convertible,10254,2,0.1,5,0,567,3193
7673,33,19,SUV,13429,1,0.93,3,1,594,2683
7674,23,18,Convertible,18783,0,0.36,1,0,639,780
7675,74,1,Sedan,29290,1,0.26,9,1,644,3395
7676,61,7,Convertible,27385,0,0.18,5,0,542,1816
7677,60,10,Convertible,17917,2,0.14,7,1,603,3574
7678,64,17,Sedan,6732,0,0.9,9,1,574,1476
7679,64,12,Sedan,20475,2,0.25,4,1,640,4614
7680,65,8,Sedan,16253,0,0.66,5,0,617,643
7681,59,8,Hatchback,5814,1,0.69,3,0,713,1036
7682,29,16,Sedan,12035,1,0.39,7,1,643,3024
7683,77,6,Convertible,6186,1,0.85,1,1,620,2478
7684,30,8,Sedan,28965,0,0.29,8,0,637,1555
7685,21,0,SUV,23609,1,0.16,3,1,618,3322
7686,56,1,Sedan,14176,1,0.16,4,0,717,1947
7687,71,3,Sedan,27807,0,0.37,4,0,633,922
7688,19,13,Truck,26557,1,0.52,7,0,673,1687
7689,43,3,Convertible,27266,0,0.67,7,0,689,1401
7690,76,1,Convertible,21903,0,0.76,4,0,617,919
7691,44,7,SUV,15738,0,0.26,6,0,560,738
7692,44,17,Hatchback,10041,0,0.72,8,0,626,755
7693,32,18,Truck,22838,0,0.26,4,0,682,1246
7694,25,13,SUV,28254,2,1.0,1,0,565,2312
7695,24,19,SUV,28597,1,0.96,7,0,663,633
7696,64,9,Convertible,12759,0,0.19,2,1,692,2409
7697,72,16,Truck,14250,0,0.69,3,1,720,1564
7698,63,7,Convertible,24790,1,0.91,8,0,684,464
7699,57,13,Hatchback,5946,1,0.17,2,0,665,2565
7700,77,7,Convertible,9030,1,0.21,2,0,659,1774
7701,29,4,Sedan,13327,0,0.41,4,1,590,1968
7702,30,15,Convertible,22176,0,0.19,6,0,603,1579
7703,79,7,Sedan,6136,0,0.9,2,1,563,2138
7704,60,9,SUV,5554,2,0.89,9,0,654,2111
7705,34,7,Hatchback,28421,0,0.95,2,0,672,381
7706,78,8,Sedan,18233,0,0.28,9,0,656,542
7707,34,17,Hatchback,8403,1,0.14,7,1,664,2721
7708,73,2,Convertible,23638,0,0.5,3,0,688,1466
7709,53,16,Convertible,22750,0,0.89,9,0,584,467
7710,38,19,SUV,5948,1,0.67,9,0,653,2151
7711,25,14,Convertible,13295,0,1.0,6,1,662,1443
7712,22,16,Sedan,29193,1,0.92,2,0,627,1418
7713,43,7,SUV,12207,0,0.45,7,0,544,197
7714,33,1,Hatchback,14238,1,0.14,4,0,599,2398
7715,53,16,SUV,12419,0,0.1,4,0,625,1420
7716,45,17,Hatchback,25410,0,0.68,7,1,657,1619
7717,71,4,Truck,10956,0,0.92,5,0,652,714
7718,46,8,Sedan,19625,1,0.5,1,1,746,3318
7719,64,8,Sedan,28753,0,0.89,3,0,697,231
7720,29,1,Hatchback,12322,0,0.61,7,0,649,99
7721,54,1,Convertible,7614,3,0.19,9,0,656,4355
7722,47,18,Convertible,20465,0,0.82,9,0,714,408
7723,40,2,Truck,16523,1,0.54,7,1,715,1811
7724,33,16,Hatchback,8271,1,0.15,5,0,667,1769
7725,31,13,Truck,14029,0,0.83,4,1,737,1920
7726,27,13,Hatchback,28768,0,0.78,9,0,605,503
7727,24,13,Truck,10678,0,0.51,6,0,649,749
7728,62,5,Hatchback,22265,1,0.12,2,0,808,1823
7729,69,2,Sedan,24572,0,0.41,3,2,686,3096
7730,77,0,Truck,20221,1,0.49,7,0,643,986
7731,78,15,Truck,20571,1,0.25,4,0,655,1239
7732,54,3,Hatchback,15394,2,0.24,7,0,659,2857
7733,46,0,SUV,24718,0,0.25,5,0,733,1874
7734,20,16,SUV,20866,0,0.43,1,0,690,960
7735,32,17,Sedan,7198,0,0.84,3,0,646,1184
7736,53,7,Convertible,29787,0,0.78,9,0,566,1090
7737,64,1,Convertible,14407,1,0.11,4,0,614,1938
7738,63,17,Sedan,14072,0,0.11,5,0,653,1547
7739,69,15,Convertible,22138,0,0.17,2,1,644,2610
7740,36,9,Hatchback,10217,1,0.52,8,0,705,1348
7741,30,7,SUV,13892,1,0.9,1,0,638,337
7742,59,11,Sedan,15411,0,0.26,4,0,692,1137
7743,38,15,Hatchback,5370,1,0.53,6,0,576,1950
7744,54,11,Sedan,6732,1,0.14,8,0,624,1710
7745,44,10,SUV,20514,0,0.12,4,0,685,2407
7746,72,19,Convertible,10259,2,0.11,2,0,753,3349
7747,69,18,Hatchback,19116,1,0.76,4,1,643,1844
7748,46,0,SUV,22185,1,0.12,1,0,691,2091
7749,37,2,Sedan,27783,0,0.35,8,1,717,1740
7750,42,11,Truck,14181,1,0.68,9,1,698,2461
7751,23,8,Hatchback,26155,1,0.66,3,1,687,2983
7752,53,4,Sedan,28391,0,0.15,8,0,632,1040
7753,19,0,Sedan,5415,0,0.33,9,0,726,688
7754,39,9,SUV,8337,0,0.68,8,0,584,888
7755,49,16,Sedan,26642,0,0.45,2,0,587,1263
7756,33,3,Hatchback,13027,0,0.52,2,1,743,2366
7757,35,14,Hatchback,10057,2,0.29,4,0,668,2945
7758,22,18,Sedan,11967,0,0.13,1,0,588,1886
7759,71,7,SUV,6620,0,0.41,3,1,578,2269
7760,53,14,Hatchback,27366,0,0.71,4,1,576,1640
7761,47,6,Truck,12993,0,0.79,2,0,752,450
7762,62,14,Convertible,24176,0,0.63,7,0,646,298
7763,36,7,SUV,12386,1,0.45,3,0,624,1451
7764,40,9,SUV,9893,0,0.62,7,0,731,1270
7765,51,17,Convertible,26480,2,0.73,7,1,663,3821
7766,30,3,Convertible,9856,1,0.78,9,0,634,7
7767,60,14,Hatchback,8655,2,0.19,4,0,703,3213
7768,79,10,Sedan,29868,1,0.82,4,0,680,1105
7769,71,2,Sedan,21260,2,0.16,1,0,680,2441
7770,46,14,Truck,25677,2,0.88,6,1,636,3086
7771,53,2,Sedan,21463,0,0.45,6,1,605,1432
7772,39,14,Truck,17424,2,0.59,7,1,599,3454
7773,69,5,Truck,9308,0,0.36,9,1,655,3118
7774,69,0,SUV,23246,1,0.48,9,0,650,1059
7775,64,13,SUV,5618,0,0.86,5,0,674,981
7776,53,15,Hatchback,22343,1,0.37,2,1,629,3450
7777,26,0,Convertible,16470,1,0.61,1,0,714,1786
7778,56,16,Convertible,25119,1,0.68,2,0,584,2222
7779,68,7,Truck,20492,1,0.23,2,0,671,2384
7780,36,17,Convertible,13114,0,0.8,1,0,605,868
7781,55,15,Truck,17188,0,1.0,8,0,638,852
7782,23,5,Convertible,15669,0,0.24,3,0,604,1568
7783,69,9,Hatchback,16443,0,0.79,8,1,632,1562
7784,64,9,SUV,23552,2,0.23,6,0,596,3211
7785,32,4,SUV,24629,1,0.96,1,0,600,1215
7786,74,11,Truck,12235,0,0.47,7,0,698,194
7787,37,19,Convertible,14914,0,0.98,3,1,581,2474
7788,26,16,Sedan,22545,0,0.16,9,1,682,2092
7789,49,13,Hatchback,15081,0,0.81,9,1,693,2267
7790,21,13,Convertible,23424,1,0.53,4,0,687,1861
7791,67,2,Sedan,20667,1,0.36,2,0,649,1308
7792,35,11,Hatchback,16593,0,0.77,9,0,595,165
7793,22,19,Hatchback,13160,0,0.67,5,0,573,861
7794,37,17,SUV,27033,0,0.91,8,0,591,822
7795,40,11,Truck,14291,0,0.32,9,0,591,816
7796,79,1,Convertible,17210,0,0.95,1,0,664,0
7797,28,1,Hatchback,28702,0,0.68,3,0,579,1028
7798,54,16,Convertible,28867,1,0.51,7,1,640,1362
7799,39,9,Hatchback,9132,0,0.15,2,0,652,1345
7800,75,17,SUV,5844,0,0.79,4,0,635,1316
7801,21,18,Truck,27161,0,0.87,4,0,636,0
